holdout,n_train,n_test,margin_mae,margin_r2,win_auc,win_logloss,win_brier,win_acc,wall_s
2021,45262,2454,8.248092405361572,0.4256261486216012,0.805719140231933,0.5240161140308848,0.17687886067443487,0.7334963325183375,4.6
2022,43867,3849,8.03460326879569,0.4483826908971901,0.8242826533492267,0.4958559020367657,0.16553267901146015,0.7459080280592362,3.9
2023,43712,4004,8.244000967906674,0.40434530057242113,0.8024903633938477,0.5163853499211303,0.17205877010846354,0.747002997002997,3.5
2024,43669,4047,8.24770947021672,0.4529519326993602,0.8155044406422303,0.5002597859382237,0.1665806862147905,0.7516679021497406,4.3
2025,43385,4331,8.11837167758686,0.45764132365372323,0.8219287071762125,0.4906305608084342,0.16353811946947988,0.7501731701685523,5.3
2026,43093,4623,8.37241287793351,0.46724067056485663,0.8154470329127863,0.5019444388299457,0.1686900344990445,0.746268656716418,3.3
